keyword,theorist,concept_purpose,paper_title,paper_authors,journal,volume_issue,year,paper_url,paper_argument,access
theory of solidarity,Noel Carroll,"Carroll's cognitive account of how films generate character allegiance and audience solidarity, critiqued here from critical race theory",Racialized Disgust and the Depiction of Native Americans in the Ranown Cycle Westerns,Dan Flory,Film and Philosophy,Vol. 28 (online first),2023,https://doi.org/10.5840/filmphil20238723,"Synthesizes critical philosophy of race, cognitive film theory and philosophy of emotion to argue the Ranown Westerns elicit embodied, implicit racialized disgust toward Native Americans, with ideological implications Carroll's solidarity theory underweights",OA
Heideggerian phenomenology of film,Martin Heidegger,"Heidegger's phenomenology of being-in-the-world, mood (Stimmung) and world-disclosure, adapted to theorize the film experience",Introduction: Heidegger and the Phenomenology of Film,Robert Sinnerbrink,Film-Philosophy,"Vol. 28, No. 1",2024,https://doi.org/10.3366/film.2024.0251,"Introduces a special issue mapping a Heideggerian strand of film phenomenology, situating it among Merleau-Pontian, Husserlian and Deleuzian-affect approaches to embodied spectatorship and world-disclosure",OA
plasticity / destructive plasticity,Catherine Malabou,"Malabou's concept of plasticity as the giving, receiving and destroying of form, including the destructive plasticity of trauma that forges unrecognisable new identities","Introduction: Catherine Malabou, Plasticity and Film","Benjamin Dalton, Ben Tyrer",Film-Philosophy,"Vol. 28, No. 3",2024,https://doi.org/10.3366/film.2024.0278,"Makes the case for an emerging Malabouian film-philosophy, surveying her references to cinema and the uptake of plasticity (especially destructive plasticity and trauma) within screen studies",OA
new materialism,Jane Bennett / new materialist criticism,"New materialist framework theorizing distributed agency emerging from human entanglements with other lifeforms, matter and cosmic time",New Materialist Freedom in Chloe Zhao's Nomadland,Randy Laist,Film-Philosophy,"Vol. 28, No. 2",2024,https://doi.org/10.3366/film.2024.0265,"Argues Nomadland redirects the iconography of masculine American cinematic freedom into a new materialist vision in which Fern's refusal of a fixed home reconceives identity, agency and freedom as planetary entanglement",OA
eternal recurrence / death of God,Friedrich Nietzsche,"Nietzschean concepts of eternal recurrence, the death of God and nihilism, used to read circularity, repetition and endurance under bleakness",Nietzschean Themes in Bela Tarr's The Turin Horse,Paolo Stellino,Film-Philosophy,"Vol. 28, No. 2",2024,https://doi.org/10.3366/film.2024.0267,"Reads Bela Tarr's The Turin Horse (which opens with the 1889 Turin anecdote about Nietzsche) through eternal recurrence in its circular repetition, the death of God in the neighbor's monologue, and pervasive nihilism",OA
Deleuzian time and death,Gilles Deleuze,"Deleuze's philosophy of time and the time-image, mobilized to think the relation between moving images, death and the nature of time",Death as Film-Philosophy's Muse: Deleuzian Observations on Moving Images and the Nature of Time,Garin Dowd,Film-Philosophy,"Vol. 27, No. 3",2023,https://doi.org/10.3366/film.2023.0227,"Offers Deleuzian observations on how moving images figure death and temporality, positioning death as a generative problem for film-philosophy's thinking of time",OA
stratigraphic image / in-between space,Gilles Deleuze (stratigraphy) and spatial montage theory,Deleuzian stratigraphy and spatial theory used to analyze the layering of images/sounds and the inter-space between semantic orders,"Strata, Narrative, and Space in Ici et ailleurs",Kamil Lipinski,Film-Philosophy,"Vol. 27, No. 2",2023,https://doi.org/10.3366/film.2023.0225,"Examines Godard and Mieville's Ici et ailleurs as a stratification of images and sounds, arguing its narrative relies on an in-between method that juxtaposes static Western family life with Palestinian Fedayeen, defining an inter-space between semantic orders",OA
twofoldness of the moving image,Richard Wollheim (extended to film),"Wollheim's notion of seeing-in / twofoldness, extended to the perceptual and neuroscientific experience of filmic images",Psychology and Neurobiology of Horror Movies,Lauri Nummenmaa,Projections: The Journal for Movies and Mind,"Vol. 18, No. 2",2024,https://doi.org/10.3167/proj.2024.180203,"Explains the appeal of horror films via the brain's reality-check and emotion-regulation systems: vicarious simulation, threat proximity and unpredictability engage fear safely, mixing fear and excitement and enabling safe learning about danger",abstract-only
parasocial contact hypothesis,Edward Schiappa,Cognitive-communication hypothesis that mediated (parasocial) contact with outgroup characters reduces prejudice much as real intergroup contact does,Reducing Prejudice through Mediated Exposure: The Parasocial Contact Hypothesis,Edward Schiappa,Projections: The Journal for Movies and Mind,"Vol. 18, No. 1",2024,https://doi.org/10.3167/proj.2024.180103,"Traces the parasocial contact hypothesis from early film-effects and cultivation research to its current tenets, arguing film and television representation can reduce prejudice through mediated exposure to outgroup characters",abstract-only
biocultural approach,biocultural criticism (Hogan/Boyd lineage),"Biocultural framework integrating cognitive/neuroscientific findings with cultural analysis of embodied minds, here for disability representation","Moving, Thinking, and Representing the Autistic Mind/Body: Disability Representation in Extraordinary Attorney Woo","Kuansong Victor Zhuang, Sze-Hwee Jace Tay, Gerard Goggin",Projections: The Journal for Movies and Mind,"Vol. 18, No. 1",2024,https://doi.org/10.3167/proj.2024.180105,"Uses a biocultural approach to analyze the embodied autistic mind/body in Extraordinary Attorney Woo, arguing deep-rooted neuro-stereotypes still shape progressive disability representation and must be acknowledged for equitable portrayal",abstract-only
theory of mind,theory of mind (cognitive film studies),"Cognitive-psychology capacity to attribute mental states to others, tested as a predictor of viewers' moral understanding and reflection",Theory of Mind Negatively Predicts Reflection and Positively Predicts Moral Understanding,"Joseph Jackowski, Daniel T. Levin, Allison Eden, Sara M. Grady, Carl Plantinga, Murray Smith",Projections: The Journal for Movies and Mind,Vol. 18 (in press),2024,https://www.berghahnjournals.com/view/journals/projections/projections-overview.xml,"Empirically finds that theory of mind positively predicts viewers' moral understanding of films but negatively predicts reflection, suggesting ToM aids online processing while reducing the need for further deliberation",abstract-only
crisis of the action-image / pseudoreal,Gilles Deleuze (film ontology),"Deleuze's diagnosis of the breakdown of the sensory-motor action-image, here extended to the digital severing of image from pro-filmic reality",Crisis of the Pseudoreal: Making Sense of the Film-Image Severed from Reality,Shaler Keenum,Film and Philosophy,Vol. 29 (online first),2024,https://doi.org/10.5840/filmphil2024101533,"Argues that digital image manipulation has severed the film-image from pro-filmic reality, proposing that all images now be interpreted as pseudoreal rather than as indexical traces of the real",OA
finitude / being-toward-death,existential phenomenology (Heidegger lineage),"Existential account of mortality and finitude as the ground of meaning, here used to read angels who choose human embodiment",Wings of Desire and the Joys of Finitude,Joseph Kupfer,Film and Philosophy,Vol. 29 (online first),2024,https://doi.org/10.5840/filmphil202410330,"Argues Wim Wenders's Wings of Desire elevates ordinary mortal life by showing how embodiment, love and purposeful action derive their meaning precisely from finitude and temporal limitation",OA
aesthetic vs ethical life-view,Soren Kierkegaard,Kierkegaard's stages of existence (aesthetic vs ethical) used to diagnose chronically-online subjectivity,Inside/Outside: The Potential Ethics of Internet Aestheticism in Burnham and Kierkegaard,Gloria Nogueira,Film and Philosophy,Vol. 29 (online first),2024,https://doi.org/10.5840/filmphil202410228,"Offers a Kierkegaardian reading of Bo Burnham's Inside as the despairing aestheticism of online youth, drawing on Kierkegaard and Mark Fisher to ask whether the special thwarts or engenders ethical development",OA
semantic externalism / biosemantics,Ruth Millikan (biosemantics) and Putnam-style externalism,"Philosophy-of-language theory grounding meaning in external/teleological relations rather than mental intention, applied to film interpretation",A Biosemantic Type of Anti-intentionalist Film Analysis,Joseph McKenna,Film and Philosophy,Vol. 29 (online first),2024,https://doi.org/10.5840/filmphil202412434,"Proposes a biosemantic, semantic-externalist mode of film analysis and, via a case study of 2001: A Space Odyssey, defends anti-intentionalism against intentionalist accounts of artwork meaning",OA
fiction/character perspective gap,Noel Carroll (philosophy of horror),Carroll's theory of art-horror and the structural tension between audience and character knowledge in fiction,Being in a Horror Movie,Pete Falconer,The Journal of Aesthetics and Art Criticism,"Vol. 81, No. 3",2023,https://doi.org/10.1093/jaac/kpad023,"Argues popular complaints about character stupidity in horror miss how the genre exploits a fundamental fiction-perspective gap between audience and characters facing extraordinary threats, engaging Carroll's account of horror",abstract-only
cultural trauma,Jeffrey Alexander (cultural trauma theory),Sociological theory of how collective trauma is culturally constructed and represented to forge group identity,Construction and Representation of Cultural Trauma in Contemporary Ukrainian Cinema,Oleksandra Kalinichenko,Cinema: Journal of Philosophy and the Moving Image,"Vol. 15, No. 1",2023,https://doi.org/10.34619/2f5b-gojm,"Analyzes how contemporary Ukrainian cinema constructs and represents cultural trauma of war and invasion, examining the cinematic mediation of collective memory and national identity",OA
wartime trauma and women's resistance,trauma studies / feminist film theory,"Frameworks linking gendered trauma, testimony and resistance to wartime violence",The Ukrainian Film Butterfly Vision (2022) and Women's Resistance to Wartime Trauma,Natascha Drubek,Cinema: Journal of Philosophy and the Moving Image,"Vol. 15, No. 1",2023,https://doi.org/10.34619/2f5b-gojm,Reads Butterfly Vision through trauma and feminist frameworks to show how the film figures women's resistance to wartime sexual violence and the politics of bearing witness,OA
poetic cinema and national identity,Ukrainian poetic cinema tradition,Aesthetic-theoretical tradition (Dovzhenko/Parajanov lineage) theorizing cinematic poetics as a vehicle of national-cultural identity,Music of Ukrainian Poetic Cinema as a Space for Constructing National Identity in Ukrainian Culture,"Mariia Lihus, Olha Lihus",Cinema: Journal of Philosophy and the Moving Image,"Vol. 15, No. 1",2023,https://doi.org/10.34619/2f5b-gojm,"Argues the music of Ukrainian poetic cinema operates as a cultural space for constructing and mobilizing national identity, especially amid the Russian invasion",OA
Decolonising the Mind,Ngũgĩ wa Thiong'o,"Argues language is the carrier of culture and colonial language imposition colonizes consciousness, so reclaiming Indigenous languages is essential to decolonization",African films and languages (Editorial),Gilbert Motsaathebe and Abiodun Salawu,Journal of African Cinemas,17(3) African Language Films,2025,https://doi.org/10.1386/jac_00155_2,"Frames the African-language-films issue through Ngũgĩ, arguing African-language films are vital tools of self-representation and cultural export that embody cultural knowledge, identity and history and contribute to the African Renaissance and decolonization",OA
Decolonising the African Mind,Ngũgĩ wa Thiong'o,Language as the embodiment of culture; translation/subtitling choices either decolonize or recolonize the Indigenous-language film for non-native audiences,Issues of subtitling in Biyi Bandele's Elesin Oba,Israel Ayinla Fadipe and Imoh Sunday Obot,Journal of African Cinemas,17(3) African Language Films,2025,https://doi.org/10.1386/jac_00150_1,"Analyses subtitling lapses in Elesin Oba (2022, adapted from Soyinka's Death and the King's Horseman) through Ngũgĩ's Decolonising the African Mind, arguing translation for non-native audiences risks distorting the film's culturally embedded meaning",OA
Third Cinema,Solanas & Getino / Teshome Gabriel,"A militant, anti-imperialist cinema of marginalized peoples that resists cultural relegation and Western mainstream aesthetics",Preserving Indigenous Ovaherero cultural heritage in the digital age: Analysis of the film Tjipangandjara,William Heuva,Journal of African Cinemas,17(3) African Language Films,2025,https://intellectdiscover.com/content/journals/jac/browse,"Places the Namibian short Tjipangandjara in the Third Cinema tradition as resistance to cultural relegation and argues new filmless digital technology can promote Indigenous Ovaherero language and heritage, contra claims that modernization causes their extinction",OA
Necropolitics / the postcolony,Achille Mbembe,"Explains how postcolonial sovereign power in Africa operates through commandment, spectacle and the management of who may live and who is left to die",Jean-Pierre Bekolo's Le président: Documenting the absence,Matthias De Groof (Bekolo special issue),Journal of African Cinemas,16(1) Aesthetics of the Future,2024,https://doi.org/10.1386/jac_00107_1,"Reads Bekolo's banned mockumentary Le président through Mbembe's postcolony and necropolitics, arguing the film mocks documentary's visible evidence to expose presidents-for-life autocracy and provoke political dissent",OA
Afrofuturism,Afrofuturism lineage (via Mbembe's postcolony),A speculative aesthetic projecting African/Black futures to critique present subjugation and counter Afro-pessimist framings of the continent,Science fiction and masquerade in Jean-Pierre Bekolo's Les Saignantes (2005): A cinematic way out of Africa's declining future,Matthias De Groof,Journal of African Cinemas,16(1) Aesthetics of the Future,2024,https://doi.org/10.1386/jac_00106_1,"Argues Les Saignantes deploys Afrofuturist aesthetics and a Mevungu-ritual female-gaze masquerade to critique Africa's postcolonial commandment power and the ethnologizing phallocentric gaze, using a dying future-universe as a warning mirror",OA
The colonial library,V. Y. Mudimbe (with Foucault),"Names the colonial discourse that invented Africa as an object of Western knowledge, showing knowledge production is inseparable from colonial power",The colonial library and productive futurity in Jean-Pierre Bekolo's Mudimbe's Things and Words (2015),Olivier J. Tchouaffe,Journal of African Cinemas,16(1) Aesthetics of the Future,2024,https://doi.org/10.1386/jac_00108_1,Argues Bekolo and Mudimbe deconstruct Foucault to show how the colonial library weaponizes the imposed colonial past as a precondition of ongoing power and violence in Africa,OA
Négritude,Aimé Césaire,An anticolonial cultural-political movement affirming Black identity and African cultural value as resistance to colonial denigration,Death and negritude: Bekolo's Miraculous Weapons,Rita Keresztesi,Journal of African Cinemas,16(1) Aesthetics of the Future,2024,https://doi.org/10.1386/jac_00109_1,"Reads Bekolo's Miraculous Weapons (citing Césaire's Les Armes miraculeuses) as a meditation on art, life and death in which négritude becomes the movement that refuses to die under postcolonial tension",OA
The idea of Africa,Achille Mbembe (with Mudimbe),"Interrogates Africa not as a fixed entity but as a constructed idea whose meaning is continually produced, here through cinema as knowledge-practice",Artistic epistemologies: Black cinema and the idea of Africa,Addamms Mututa,Journal of African Cinemas,16(2-3) Artistic Epistemologies,2024,https://doi.org/10.1386/jac_00122_2,"Frames the special issue around what knowledge of contemporary Africa is deducible through its cinemas, citing Mbembe to link the idea of Africa with cultural ontologies and new possibilities for theorizing Africa cinematically",OA
Dialectic of omission / hegemony,Postcolonial canon critique (Gramscian hegemony lineage),"Explains how a global film culture is constructed hegemonically by Western institutions that structurally omit African cinemas from history, criticism and industry",Global silences on African cinemas: Dialectic of omission in western canons,Paulo Cunha,Journal of African Cinemas,15(2-3),2023,https://doi.org/10.1386/jac_00102_1,"Argues African cinemas are systematically omitted across the three fronts of Western-led global film canons and that even as world cinemas advance, African cinemas have not impacted global canon directions, reproducing a hegemonic film culture",OA
Transnational entanglement,Transnational cinema theory (Nollywood studies),"Reframes Nollywood's global circulation as mutual entanglement rather than one-way domination, contesting binary core/periphery oppositions",Nollywood internationalism: Filmic entanglements on Nigerian terrain,Noah Tsika,Journal of African Cinemas,16(2-3) Artistic Epistemologies,2024,https://doi.org/10.1386/jac_00119_1,"Argues Nollywood's global diffusion depends on both US streaming corporations and Afro-diasporic informal circulation, generating multiple contested images of Africa, and calls for resisting Nollywood/Hollywood binaries",OA
Afrofuturism,Afrofuturism / Black speculative fiction lineage,A speculative mode that decolonizes the future and imagination to project Black futures and critique present racial subjugation,"Black Panther, Afrofuturism, and the (Erased) Memory of Patrice Lumumba",Stephen Casmier,Black Camera,16(2),2025,https://doi.org/10.2979/blc.00054,"Argues that despite Afrofuturism's decolonizing promise, Coogler's Black Panther imaginatively repeats a Cold War plot in which Western power defeats African longing, leading audiences to forget US militarization of Africa and the 1961 murder of Patrice Lumumba",abstract-only
Afterlives of slavery / Black Gothic,Saidiya Hartman (afterlife of slavery) / Black Gothic,"Names how the violence of slavery persists in the present (racial mixing, passing, premature death), reworked through Gothic conventions of haunting","The Black/Body Gothic: Exhuming and Transcending Racial Mixing, Passing, and Slavery's Afterlives in Lovecraft Country (2020)",Jacqueline Pinkowitz,Black Camera,16(2),2025,https://doi.org/10.2979/blc.00055,"Argues that a Black-Lives-Matter-era new wave of Black horror inverts the equation of Blackness with monstrosity, and that Lovecraft Country uses Gothic tropes to exhume and transcend racial passing and slavery's afterlives through Black-centered subjectivity",abstract-only
General intellect,Karl Marx / autonomist Marxism,"Marx's term for collective social knowledge and cooperation incorporated into production, revived to theorize socialized cognitive and embodied labor","Articulation, Embodiment, and the General Intellect in Charles Burnett's Killer of Sheep",Elijah S. Levine,Black Camera,16(2),2025,https://doi.org/10.2979/blc.00056,"Reads Charles Burnett's Killer of Sheep through Marx's general intellect, arguing the film renders the articulation and embodiment of socialized Black labor in 1970s Watts as both exploited and a site of collective knowledge",abstract-only
Reparative reading,Eve Kosofsky Sedgwick,"A non-paranoid, less suspicion-driven mode of critique that seeks to repair rather than only expose damage from prejudice and violence",A Reparative Reading of the Atlantic Ocean in Moonlight,Michael Anthony Turcios,Black Camera,16(2),2025,https://doi.org/10.2979/blc.00057,"Applies Sedgwick's reparative reading to the recurring Atlantic Ocean in Moonlight, arguing the ocean functions as a reparative space of Black queer becoming rather than only a site of Middle Passage trauma",abstract-only
Minor cinema,Gilles Deleuze & Félix Guattari,Names a politicized minor mode of expression by a minority within a major language/cinema that produces another consciousness and collective enunciation,The Cinematic Break: DJ Aesthetics and Political Subjectivity in Melvin Van Peebles,Matthew Holtmeier,Black Camera,16(1),2024,https://doi.org/10.2979/blc.00040,"Argues Van Peebles's sound/image editing produces a cinematic break (anticipating hip-hop DJ aesthetics) that generates political subjectivity, drawing on Deleuze and Guattari's minor cinema as a means for another consciousness and sensibility",abstract-only
Anticolonial / feminist Third Cinema aesthetics,Sarah Maldoror (anticolonial cinema lineage),"Names a militant Black, African, anticolonial and feminist filmmaking practice tied to liberation struggle","Sambizanga (1972): Aesthetics and politics in the film of Sarah Maldoror—Black, African, anticolonialist, feminist",Black Camera editorial feature,Black Camera,16(1),2024,https://doi.org/10.2979/blc.00028,"Frames Maldoror's Sambizanga as an anticolonialist and feminist landmark, reading its aesthetics and politics through the Angolan liberation struggle and the intersection of Blackness, Africanness and gender",abstract-only
Metabolic rift (aesthetic rift),Karl Marx (developed by John Bellamy Foster),"Names the rupture in the metabolism between humanity and nature produced by capitalist production, depleting the ecological conditions of social reproduction",The Aesthetic Rift: An Eco-Marxist Approach to the Capitalist Spatiality of Art,Alejandro Pedregal and Jaime Vindel,Third Text,37(3),2023,https://doi.org/10.1080/09528822.2023.2288783,"Extends Marx/Foster's metabolic rift into an aesthetic rift, arguing industrial capitalism produced material and imaginary rifts between economics, ecology and aesthetics that fetishize art and the exhibition space under the Capitalocene",OA
Capitalocene / cheap nature,Jason W. Moore,"Locates ecological crisis in capitalism's specific organization of power and appropriation of cheap nature, tied to colonial dispossession rather than an undifferentiated humanity","Anthropocene as Capitalocene: Soil, Land and Territory in the Artistic Research of Anca Benera and Arnold Estefán",Cristian Nae,Third Text,37(5-6),2023,https://doi.org/10.1080/09528822.2023.2296822,Reads Benera and Estefán's research-based work on devastated landscapes as a Capitalocene critique proposing an alternative epistemology against environmental and political violence rooted in colonial exploitation of cheap nature,abstract-only
Transmotion / survivance,Gerald Vizenor,Theorizes Native sovereignty as active sovereign motion and presence that resists the colonial fixity of the vanished Indian,Miss Chief and the Art of Decolonial Tease: The Mixedblood Urban Earthdiver and the Flâneur,Renate Dohmen,Third Text,38(1-2),2024,https://doi.org/10.1080/09528822.2024.2326393,"Reads Kent Monkman's alter ego Miss Chief Eagle Testickle through Vizenor's transmotion, positing the mixedblood urban earthdiver as a decolonial figurehead displacing the modern flâneur",OA
Ecology of knowledges / abyssal line,Boaventura de Sousa Santos,"Describes how Western modernity renders Southern and Indigenous knowledges invisible, proposing intercultural translation across knowledge systems as remedy",Miss Chief and the Art of Decolonial Tease: The Mixedblood Urban Earthdiver and the Flâneur,Renate Dohmen,Third Text,38(1-2),2024,https://doi.org/10.1080/09528822.2024.2326393,Frames Monkman's parodic art-historical interventions as a post-abyssal ecology of knowledges that uses intercultural translation to displace the canonical authority of Western art history,OA
Toxic hospitality,Olivier Marboeuf,"Names the unequal condition in which racialized artists are invited into white-dominated institutions on the host's terms, reproducing the exclusion the invitation claims to remedy","A Toxic Hospitality?: Racism, Museums and Decolonial Interventions",Third Text (Vol 38 No 3 contributor),Third Text,38(3),2024,https://doi.org/10.1080/09528822.2024.2439230,"Argues commissioning artists to decolonise European museums often reproduces Marboeuf's toxic hospitality, generating spatial and temporal inequality that participates in keeping whiteness in place",abstract-only
Non-performativity of diversity,Sara Ahmed,Shows how institutional diversity and inclusion documents function as gestures that let institutions appear committed while leaving racialized power intact,"A Toxic Hospitality?: Racism, Museums and Decolonial Interventions",Third Text (Vol 38 No 3 contributor),Third Text,38(3),2024,https://doi.org/10.1080/09528822.2024.2439230,"Maps a continuity between Ahmed's critique of diversity policy and the post-2010 decolonial turn, arguing artistic interventions extend the same logic of appearing to change while preserving whiteness",abstract-only
Anishinaabe cosmologies (relational ontology),Anishinaabe cosmology / ecocriticism,"Frames land, water and beings as relational animate kin, an ontological alternative to extractive settler-colonial resource economies","Mining Matter/s: Bonnie Devine, Anishinaabe Cosmologies, and Uranium Extraction on the Canadian Shield",Zoe Weldon-Yochim,Third Text,37(1),2023,https://doi.org/10.1080/09528822.2023.2202590,"Uses ecocritical method and Anishinaabe cosmologies to read Bonnie Devine's film Rooster Rock, arguing it investigates uranium extraction's effect on place, beings and ontologies and ties Cold War extraction to community history",abstract-only
Immaterial labor,Antonio Negri (with Michael Hardt),"Names value-producing labor yielding informational, affective and communicative content, theorized by autonomists as central to post-Fordist capitalism",Living Labor and Social Labor: A Marxian Critique of Immaterial-Labor Theory,Zhuoqun Wang,Rethinking Marxism,36(2),2024,https://doi.org/10.1080/08935696.2024.2328668,"Critiques Negri's productivist reading of immaterial labor as independent of capital, arguing its social form is constituted and mediated by capital valorization and encompasses both domination and resistance",abstract-only
General intellect,Antonio Negri (via Marx's Grundrisse),"Marx's term for collective social knowledge in production, revived by autonomists to claim socialized cognitive labor exceeds capital's measure",Living Labor and Social Labor: A Marxian Critique of Immaterial-Labor Theory,Zhuoqun Wang,Rethinking Marxism,36(2),2024,https://doi.org/10.1080/08935696.2024.2328668,Argues the autonomist reading of general-intellect labor as inherently postcapitalist sets aside the social form of labor and obscures how such labor remains subsumed under capital valorization,abstract-only
Commodity fetishism,Karl Marx,"Explains how under capitalism social relations among producers appear as objective value-relations between things, masking the labor that constitutes value",Deciphering the Commodity: The Social Code of Value,Andrea Ricci,Rethinking Marxism,36(1),2024,https://doi.org/10.1080/08935696.2024.2282396,"Argues value is the objective abstract form of capitalist class relations functioning as an automatic social code, and that the commodity's use-value/exchange-value duality is homologous to the sign's signifier/signified duality in Marx's analysis of fetishism",abstract-only
Value-form / real abstraction,Alfred Sohn-Rethel / Neue Marx-Lektüre (Michael Heinrich),Explains how the exchange process generates an impersonal autonomized structure of abstract value that precedes and conditions conscious thought,Subjects of Exchange: Between Lacan and the Neue Marx-Lektüre,Thomas Waller,Rethinking Marxism,35(2),2023,https://doi.org/10.1080/08935696.2023.2183683,"Reads Lacan with the Neue Marx-Lektüre to argue a homology between psychoanalysis and the critique of political economy, showing the autonomization of value (real abstraction) parallels the impersonality of the symbolic order",abstract-only
Class consciousness,Georg Lukács,"Names the proletariat's potential standpoint of the social totality, making the working class the subject-object of history against economistic Marxism","Who Are You Calling Vulgar? Lukács, Kautsky, and the Beginnings of Western Marxism",Edward Baring,Rethinking Marxism,35(4),2023,https://doi.org/10.1080/08935696.2023.2241345,"Argues Lukács's project of promoting class consciousness paradoxically depends on the vulgar Marxism it denounces, making vulgar Marxism both precondition and obstacle to revolutionary consciousness",abstract-only
Theoretical anti-humanism,Louis Althusser,"Rejects the human subject/essence as Marxism's foundation, treating Man as an ideological category in order to ground political intervention","Ecology, Politics, and the Crisis of Marxism",Samuel J. R. Mercer,Rethinking Marxism,36(2),2024,https://doi.org/10.1080/08935696.2024.2328666,"Argues posthumanism and renewed Marxist humanism share an ideological structure producing apoliticism before ecological catastrophe, and that an Althusserian theoretical anti-humanism offers a more effective knowledge of political intervention",abstract-only
Structure of feeling / cultural materialism,Raymond Williams,"Treats culture as a material productive force and names the lived, emergent, pre-formalized experience of a social moment and the institutions producing meaning",The Making of Marxism Today: Cultural-Materialist Insights for Democratic Socialist Media Creators,Herbert (Hillary) Pimlott,Rethinking Marxism,37(1),2025,https://doi.org/10.1080/08935696.2024.2435769,"Uses Williams's cultural materialism and structure of feeling under Thatcherism to read the magazine Marxism Today as a counterhegemonic cultural apparatus, drawing lessons for contemporary socialist media against rising fascism",abstract-only
Subaltern / Southern Question,Antonio Gramsci,"Names classes excluded from hegemony and the uneven regionalized articulation of class, region and the national-popular",The Southern Question and Subaltern Social Groups and Classes,Jordan T. Camp,Rethinking Marxism,37(2),2025,https://doi.org/10.1080/08935696.2025.2475870,Argues Gramsci's writings on subaltern groups and the Southern Question supply methodological criteria for analyzing race and class in specific conjunctures and can be translated to confront the present conjuncture,abstract-only
Accented cinema,Hamid Naficy,"Names exilic, diasporic and postcolonial filmmaking whose multilingual interstitial style accents the dominant cinema and registers displacement",West as home in Ruba Nadda's films,May Telmissany,Transnational Screens,14(2),2023,https://doi.org/10.1080/25785273.2023.2231777,"Drawing on accented/transnational cinema, reads four films by Syrian-Canadian Ruba Nadda and argues she reconstructs the West as home, building cultural bridges that transcend the exilic poetics of loss and East/West binaries",abstract-only
Insider/outsider filmmaker,Trinh T. Minh-ha,"Troubles the assumption that a filmmaker sharing a community's identity has unmediated authority to represent it, foregrounding situated partial position",Insider/Outsider: Arlene Bowman's Navajo Talking Picture,Becca Voelcker,Transnational Screens,17(1) A language not their own,2026,https://doi.org/10.1080/25785273.2025.2569203,Uses Trinh's insider/outsider to argue Arlene Bowman's Navajo Talking Picture foregrounds the filmmaker's troubles with translation (she does not speak Navajo) to examine her estranged Diné identity and indict extractivism and the settler-colonial gaze,OA
Hauntology / the spectre,Jacques Derrida,Names a figure suspended between presence and absence used to think unsettled non-belonging that resists full materialization,"Specters of migration: haunting anomalies in Jupiter's Moon (2017), Europe (2022) and The Quiet Migration (2023)",Giacomo Toffano,Transnational Screens,16(1),2025,https://doi.org/10.1080/25785273.2025.2481664,"Mobilizes Derrida's spectre to argue recent migration films turn to the spectral and supernatural (the migrant as ghost/anomaly) to convey displacement, alienation and grief, shifting migration fiction away from documentary realism",abstract-only
Cinematic realism,Siegfried Kracauer,"Holds that film's vocation is the redemption of physical reality, so location and photographic recording of real places carry historical material meaning",Transnational Marseille: film space and layers of history in Transit,Celestino Deleyto,Transnational Screens,16(3),2025,https://doi.org/10.1080/25785273.2025.2550101,"Reads Petzold's Transit through Kracauer's realist aesthetics, arguing the film's location shooting collapses past and present and turns Marseille into an instance of messy, actually-existing cosmopolitanism",OA
Transnational feminism / scattered hegemonies,Inderpal Grewal & Caren Kaplan (with Ella Shohat),"Rejects a universalizing global sisterhood, analyzing gender through asymmetrical power, colonial history and cross-border circulation",Introduction: Transnational feminist approaches to film and media from the Middle East and North Africa,Zahra Khosroshahi and Sara Saljoughi,Transnational Screens,14(2),2023,https://doi.org/10.1080/25785273.2023.2231775,Brings Grewal & Kaplan's transnational-feminist methodology together with Shohat's feminist film scholarship to argue for reading MENA and diasporic cinema through gender and transnationalism rather than nation-bound or Orientalist frames,OA
Critical transnationalism,Will Higbee & Song Hwee Lim,"Guards against celebratory uses of transnational, insisting transnational filmmaking be analyzed for how it negotiates the national, the local and power",A language not their own: transnational production in 'foreign' dialogue,Hannah Holtzman and Gemma King,Transnational Screens,17(1) A language not their own,2026,https://doi.org/10.1080/25785273.2026.2634419,"Framing studies of multilingual/translingual production, argues authorship and authority in transnational filmmaking are reshaped by language barriers and translation, engaging Naficy's accented cinema and critical-transnationalist attention to language as a site of power",OA
Heterotopia,Michel Foucault,"Names other spaces that mirror, contest and invert ordinary social space as real counter-sites","Transnational authorship, heterotopia and poetic American West: the practical strategies in Chloé Zhao's Nomadland (2020)",Single author (byline unverified),Transnational Screens,17(1),2026,https://doi.org/10.1080/25785273.2026.2629736,"Argues Chloé Zhao constructs a heterotopia of the American West to perform a transnational authorship of mobility and outsiderhood, replacing the real subject with a fictional white protagonist and downplaying the film's politics of race, labor and colonialism",abstract-only
semiotic guerrilla / semiotic tactics,Umberto Eco,"Eco's 'semiological guerrilla warfare' theorizes tactical, decoding-side resistance to dominant media messages from below.","Ambushing the Indian Screen: Vernacularisation, Semiotic Tactics and Magical Realism",Prithu Halder; Bibhuti Mary Kachhap,BioScope: South Asian Screen Studies,16(2),2025,https://doi.org/10.1177/09749276251381289,Reads Om Dar-B-Dar and Ghode Ko Jalebi Khilane Le Ja Riya Hu as avant-garde/prayoga films that deploy vernacular 'semiotic guerrilla tactics' to ambush dominant cinematic codes and circulate a localized magic realism.,abstract-only
