id,name,publisher,country,language,homepage_url,archive_url,rss_url,sitemap_url,article_url_pattern,render_mode,content_types,cadence,est_archive_size,paywall,robots_url,robots_ai_stance,robots_crawl_delay,api_available,license_terms_url,trust_tier,ingest_recommendation,editorial_note,evidence_urls
47,Cargo,cargo Verlag GbR,Germany,de,https://www.cargo-film.de,https://www.cargo-film.de/heft/,unknown,unknown,unknown,static,reviews;essays;interviews,quarterly,unknown,none,https://www.cargo-film.de/robots.txt,partial,none,none,https://www.cargo-film.de/impressum/,2,permission-needed,Intellektuelle Vierteljahres-Filmzeitschrift (seit 2009; Knörer/Rebhandl/Rothöhler). robots blockt gezielt GPTBot und ChatGPT-User (Disallow: /) -> partial. Website static; Heft im Print/Shop + Steady-Förderung.,https://www.cargo-film.de/robots.txt;https://www.cargo-film.de/impressum/;https://de.wikipedia.org/wiki/Cargo_(Filmzeitschrift)
48,Filmbulletin,Stiftung Filmbulletin (Vertrieb Schüren Verlag),Switzerland,de,https://www.filmbulletin.ch,unknown,unknown,unknown,/articles/{slug},static,reviews;essays;interviews,irregular,unknown,unknown,https://www.filmbulletin.ch/robots.txt,allows,none,unknown,unknown,1,permission-needed,Schweizer Traditionszeitschrift 'Kino in Augenhöhe' (seit 1959; Stiftung Filmbulletin Zürich). Alle Pfade (Homepage/robots/Impressum) lieferten leeren Body am Fetcher (vermutl. JS/Anti-Bot-Shell) -> nicht verifizierbar. HOLD: per Browser prüfen.,https://www.filmbulletin.ch/;https://de.wikipedia.org/wiki/Filmbulletin_%E2%80%93_Kino_in_Augenh%C3%B6he;https://www.filmbulletin.ch/kontakt;https://www.filmbulletin.ch/robots.txt
49,critic.de,critic.de (unabhängige Redaktion),Germany,de,https://www.critic.de,unknown,https://www.critic.de/feed/,none,/film/{slug},static,reviews;essays;interviews;festival-reports,weekly,unknown,none,https://www.critic.de/robots.txt,partial,none,RSS-only,https://www.critic.de/impressum/,2,permission-needed,"Unabhängiges, weitgehend ehrenamtliches Online-Filmmagazin (Kienzl/Foerster/Schwarz u.a.), filmwissenschaftlich orientiert. robots erlaubt allg. Crawl, blockt jedoch CCBot (Common Crawl) und zahlreiche SEO-Bots -> partial. /sitemap.xml leitet auf Homepage (kein XML-Sitemap, none). Static.",https://www.critic.de/robots.txt;https://www.critic.de/redaktion/;https://www.critic.de/impressum/
50,Revolver,Revolver GbR (Verlag der Autoren),Germany,de,https://www.revolver-film.com,unknown,https://www.revolver-film.com/sitemap.rss,https://www.revolver-film.com/sitemap.xml,/{slug}/,static,interviews;essays,irregular,unknown,none,https://www.revolver-film.de/robots.txt,allows,none,RSS-only,https://www.revolver-film.com/impressum/,2,RSS-incremental,"Legendäre Regisseurs-Zeitschrift (seit 1998; Heisenberg/Hochhäusler/Müller u.a.), Print bei Verlag der Autoren. Kanonische Domain ist revolver-film.com; .de leitet dorthin. robots (.de) erlaubt Crawl bis auf /wp-admin/ und deklariert sitemap.xml + sitemap.rss auf .com. Static (WordPress).",https://www.revolver-film.de/robots.txt;https://www.revolver-film.com/impressum/;https://de.wikipedia.org/wiki/Revolver_(Filmmagazin)
51,Ray Filmmagazin,ray Medien GmbH,Austria,de,https://ray-magazin.at,unknown,unknown,unknown,/{slug}/,unknown,reviews;essays;interviews;news,monthly,unknown,unknown,https://ray-magazin.at/robots.txt,allows,none,unknown,unknown,2,permission-needed,"Wichtigstes österreichisches Filmmagazin (seit 2001; ray Medien GmbH Wien), erscheint 10x/Jahr. Alle Pfade (Homepage/robots/Impressum/Kontakt) lieferten leeren Body am Fetcher (vermutl. JS/Anti-Bot) -> nicht verifizierbar. HOLD: per Browser prüfen.",https://ray-magazin.at/;https://ray-magazin.at/impressum/;https://de.wikipedia.org/wiki/Ray_(Zeitschrift);https://ray-magazin.at/robots.txt
52,kolik.film,Verein für neue Literatur,Austria,de,https://www.kolikfilm.at,https://www.kolikfilm.at,unknown,https://kolikfilm.at/sitemap.xml,/{page}.php,static,essays;interviews;reviews,irregular,45,print-only,https://www.kolikfilm.at/robots.txt,allows,3,none,https://www.kolikfilm.at/impressum.php,3,permission-needed,"Österreichische Film-Sonderhefte zur Viennale/Diagonale (Verein für neue Literatur; Hg. Gustav Ernst, Karin Fleischanderl). robots erlaubt Crawl, Crawl-delay 3, mehrere Sitemaps deklariert. Static PHP-Site; Inhalte als Print-Sonderhefte (Bestellung), Web = Index/Stimmen.",https://www.kolikfilm.at/robots.txt;https://www.kolikfilm.at/impressum.php;https://www.kolikfilm.at/
53,Jugend ohne Film,Jugend ohne Film (Patrick Holzapfel u.a.),Austria,de,https://jugendohnefilm.com,https://jugendohnefilm.com,unknown,unknown,/{slug}/,static,essays;reviews;festival-reports,irregular,unknown,none,https://jugendohnefilm.com/robots.txt,allows,none,unknown,unknown,3,permission-needed,"Cinephiler Essay-/Kritik-Blog (WordPress; Patrick Holzapfel u.a.), Kooperation mit der Duisburger Filmwoche. robots.txt und Homepage am Fetcher wiederholt Timeout -> nicht verifizierbar (unknown). HOLD: per Browser prüfen.",https://jugendohnefilm.com/;https://jugendohnefilm.com/author/patrick/;https://jugendohnefilm.com/robots.txt
54,Negativ,unknown,Germany,de,https://www.negativ-film.de,unknown,unknown,https://www.derkinoblog.de/sitemap_index.xml,unknown,static,reviews;news,unknown,unknown,unknown,https://www.negativ-film.de/robots.txt,partial,none,unknown,unknown,3,avoid,"Ehem. 'NEGATIV - Magazin für Film und Medienkultur' (seit 2010); Inhalte laut Sekundärquelle nach 'DerKinoBlog.de' migriert (Unterhaltungs-/Blu-ray-/Games-News), entspricht aktuell nicht dem Profil seriöser Filmkritik. robots/Homepage am Fetcher Timeout -> nicht verifizierbar. HOLD: Qualifikation + robots per Browser prüfen.",https://www.negativ-film.de/;https://de.foursquare.com/v/negativ--magazin-für-film-und-medienkultur/4dfe55171495014331aae9a7;https://www.negativ-film.de/robots.txt;https://www.negativ-film.de
55,Filmgazette,Splitter Verlag (Sven Jachmann),Germany,de,https://www.filmgazette.de,https://filmgazette.de,unknown,unknown,/{slug}/,static,reviews;essays;interviews,irregular,unknown,none,https://www.filmgazette.de/robots.txt,unknown,unknown,unknown,https://filmgazette.de/datenschutz/,3,permission-needed,"Online-Filmmagazin (seit 2010; Hg./Chefred. Sven Jachmann, Splitter Verlag Bielefeld). Über-uns/Impressum server-rendered (WordPress, static); kein Paywall. robots.txt am Fetcher wiederholt Timeout -> robots_ai_stance nicht verifizierbar (unknown). HOLD: robots per Browser prüfen.",https://filmgazette.de/uber-uns/;https://filmgazette.de/datenschutz/
56,Filmlöwin,Sophie Charlotte Rieger & Jana Gebhard GbR,Germany,de,https://filmloewin.de,https://filmloewin.de,unknown,https://filmloewin.de/sitemap_index.xml,/{slug}/,static,reviews;essays,irregular,unknown,none,https://filmloewin.de/robots.txt,allows,none,unknown,unknown,3,permission-needed,"Erstes deutschsprachiges feministisches Filmmagazin/-blog (seit 2014; Sophie Charlotte Rieger). WordPress, static; kostenloser Newsletter, keine Paywall. robots.txt + Impressum am Fetcher Timeout -> nicht verifizierbar (unknown). HOLD: robots per Browser prüfen.",https://filmloewin.de/impressum/;https://filmloewin.de/ueber-filmloewin/sophie-charlotte-rieger/;https://filmloewin.de/robots.txt;https://filmloewin.de
57,kino-zeit,Kurz & Spiegel GbR,Germany,de,https://www.kino-zeit.de,https://www.kino-zeit.de,https://www.kino-zeit.de/rss,unknown,/{slug},static,reviews;essays;interviews;festival-reports,weekly,unknown,none,https://www.kino-zeit.de/robots.txt,allows,none,RSS-only,https://www.kino-zeit.de/impressum,2,permission-needed,"Etabliertes deutsches Online-Filmmagazin (Kurz & Spiegel GbR Mannheim), seit über 20 Jahren, vielzitierte Kritiken. Impressum server-rendered (Drupal 11, static); RSS unter /rss; keine Paywall (Newsletter/Spende). robots.txt am Fetcher Timeout -> unknown. HOLD: robots per Browser prüfen.",https://www.kino-zeit.de/impressum;https://www.kino-zeit.de/wir-ueber-uns;https://www.kino-zeit.de/personen/redaktion;https://www.kino-zeit.de/robots.txt;homepage
58,Filmexplorer,FILMEXPLORER (gemeinnütziger Verein / Non-profit Association),Switzerland,de,https://www.filmexplorer.ch,https://www.filmexplorer.ch/critique/,unknown,https://www.filmexplorer.ch/sitemap.xml,/detail/{slug}/,unknown,reviews;essays;interviews;video-essays,irregular,unknown,none,https://www.filmexplorer.ch/robots.txt,allows,none,unknown,unknown,2,permission-needed,"Schweizer Plattform für Kunstfilm-Diskurs (gegr. 2016 von Giuseppe Di Salvatore & Ruth Baettig; Verein, Basel), mehrsprachig (de/fr/en/it). robots.txt + Homepage am Fetcher Timeout -> render_mode/robots nicht verifizierbar (unknown). HOLD: per Browser prüfen.",https://www.filmexplorer.ch/about/team/;https://www.filmexplorer.ch/about/contact/;https://fipresci.org/people/giuseppe-di-salvatore/;https://www.filmexplorer.ch/robots.txt
59,La Furia Umana,Toni D'Angela,Italy,it,https://www.lafuriaumana.com,http://www.lafuriaumana.it,unknown,https://www.lafuriaumana.com/sitemap_index.xml,/editions/{slug}/,static,essays;academic;interviews,irregular,unknown,none,https://www.lafuriaumana.com/robots.txt,allows,none,unknown,unknown,2,permission-needed,"Rivista internazionale di storia e teoria del cinema fondata da Toni D'Angela; comitato con Aumont, Brenez, Fujiwara, Adrian Martin. Sito attuale lafuriaumana.com (vecchio dominio lafuriaumana.it ora archivio). web_fetch del fetcher sistematicamente in timeout (180s) -> robots/sitemap/render non verificabili. HOLD: verificare robots/render via browser.",https://it.wikipedia.org/wiki/La_furia_umana;https://www.filmcomment.com/article/site-specifics-lafuriaumana/;https://www.lafuriaumana.com/authors/toni-dangela/;https://www.lafuriaumana.com/robots.txt;https://www.lafuriaumana.com/
60,Sentieri Selvaggi,Associazione Culturale Sentieri Selvaggi,Italy,it,https://www.sentieriselvaggi.it,https://www.sentieriselvaggi.it,unknown,unknown,/{slug}/,js-required,reviews;essays;interviews;festival-reports,daily,unknown,none,https://www.sentieriselvaggi.it/robots.txt,allows,10,unknown,unknown,2,permission-needed,"Storica rivista di critica cinematografica (fondata 1988, online dal 1998, quotidiano dal 2000); dir. Sergio Sozzo dal 2016. Anche scuola di cinema a Roma. web_fetch del fetcher in timeout (180s) -> robots/sitemap/render non verificabili (probabile WordPress ma non confermato). HOLD: verificare robots/RSS via browser.",https://it.wikipedia.org/wiki/Sentieri_selvaggi_(rivista);https://www.sentieriselvaggi.it/chi-siamo/;https://www.sentieriselvaggi.it/contatti/;https://www.sentieriselvaggi.it/robots.txt;https://www.sentieriselvaggi.it
61,Cineforum,FIC - Federazione Italiana Cineforum,Italy,it,https://cineforum.it,https://cineforum.it/rivista/,unknown,unknown,/index.php/rivista/{id},static,reviews;essays;interviews,monthly,unknown,unknown,https://cineforum.it/robots.txt,allows,none,unknown,unknown,1,permission-needed,"Mensile storico di critica e cultura cinematografica (dal 1961), editore FIC; dir. resp. Emanuela Martini. Riferimento canonico della critica italiana; rivista cartacea/digitale con shop abbonamenti. Sito su Joomla (pattern index.php). web_fetch del fetcher in timeout (180s) -> robots/paywall/render non verificabili. HOLD: verificare robots/paywall via browser.",https://it.wikipedia.org/wiki/Federazione_italiana_dei_cineforum;https://www.cineforum-fic.com/editoria/;https://cineforum.it/pagina/contatti;https://cineforum.it/robots.txt;https://cineforum.it
62,Cinergie,Dipartimento delle Arti - Universita di Bologna (AlmaDL Journals),Italy,it,https://cinergie.unibo.it,https://cinergie.unibo.it/issue/archive,unknown,unknown,/article/view/{id},static,academic;essays,irregular,unknown,none,https://cinergie.unibo.it/robots.txt,allows,none,unknown,unknown,1,permission-needed,"Rivista scientifica open-access (Classe A, ISSN 2280-9481) del Dip. delle Arti, Univ. di Bologna; cartacea dal 1999, online dal 2012, due numeri/anno. Homepage corretta a cinergie.unibo.it (cinergie.it NON e il sito attuale). OJS/AlmaDL. web_fetch del fetcher in timeout (180s) -> robots/render non verificabili. HOLD: verificare robots/sitemap OJS via browser.",https://cinergie.unibo.it/;https://cris.unibo.it/handle/11585/1036502;https://www.consultacinema.org/riviste/;https://cinergie.unibo.it/robots.txt;https://cinergie.unibo.it
63,Doppiozero,Associazione Culturale Doppiozero,Italy,it,https://www.doppiozero.com,https://www.doppiozero.com/page/indice-del-sito,unknown,unknown,/{slug},static,essays;reviews;interviews,daily,unknown,none,https://www.doppiozero.com/robots.txt,allows,none,unknown,unknown,2,permission-needed,"Rivista culturale non-profit e casa editrice (online dal 2011, ed. it/en), Milano; oltre 2000 collaboratori. Sezione cinema 'Odeon' curata da Roberto Manassero (critica seria entro magazine culturale piu ampio). web_fetch del fetcher in timeout (180s) -> robots/sitemap/render non verificabili. HOLD: verificare robots/RSS via browser.",https://it.wikipedia.org/wiki/Doppiozero;https://www.doppiozero.com/page/chi-siamo;https://www.doppiozero.com/page/indice-del-sito;https://www.doppiozero.com/robots.txt;homepage
64,Gli Spietati,Associazione Culturale Spietati (Torino),Italy,it,https://www.spietati.it,https://spietati.it/all-articles/,unknown,https://spietati.it/sitemap_index.xml,/{slug}/,static,reviews;essays;festival-reports,weekly,unknown,none,https://www.spietati.it/robots.txt,allows,none,unknown,unknown,3,permission-needed,"Rivista di cinema online dal 1999 (Torino); recensioni, speciali, festival, home video, libri. Oltre 25 anni di attivita. web_fetch del fetcher in timeout (180s) -> robots/sitemap/render non verificabili (probabile WordPress). HOLD: verificare robots/RSS via browser.",https://www.spietati.it/redazione/;https://spietati.it/;https://www.facebook.com/spietati/;https://www.spietati.it/robots.txt;homepage
65,Quinlan,Associazione Quinlan,Italy,it,https://quinlan.it,https://quinlan.it,unknown,https://quinlan.it/sitemap_index.xml,/{slug}/,static,reviews;essays;interviews,weekly,unknown,none,https://quinlan.it/robots.txt,allows,none,unknown,unknown,2,permission-needed,"Rivista online di critica cinematografica dal 2013; lavoro critico e di ricerca, riscoperta del film e difesa della memoria del cinema (35mm, proiezioni pubbliche). Solo online, gratuito; media partner di retrospettive CSC. web_fetch del fetcher in timeout (180s) -> robots/render non verificabili. HOLD: verificare robots/RSS via browser.",https://quinlan.it/chi-siamo/;https://quinlan.it/;https://www.fondazionecsc.it/quinlan-it-e-media-partner-della-retrospettiva-bergman-100-leggi-gli-articoli-che-riattraversano-con-nuovo-sguardo-il-cinema-di-bergman/;https://quinlan.it/robots.txt
66,Point Blank,Point Blank (associazione),Italy,it,https://www.pointblank.it,https://www.pointblank.it,unknown,unknown,/{slug}/,static,reviews;essays;interviews,weekly,unknown,none,https://www.pointblank.it/robots.txt,allows,none,unknown,unknown,3,permission-needed,"Rivista online di critica cinematografica fondata a Roma nel 2010 da cinque studenti di cinema di Tor Vergata ('La piu corta distanza fra il bene e il male'); critica giovane ma analitica e indipendente, attiva. web_fetch del fetcher in timeout (180s) -> robots/render non verificabili. HOLD: verificare robots/RSS via browser.",https://www.pointblank.it/;https://www.facebook.com/pointblankrivistadicinema/;https://www.eppela.com/projects/1492;https://www.pointblank.it/robots.txt;https://www.pointblank.it
67,Nocturno,Cinema Bis Communication S.r.l.,Italy,it,https://www.nocturno.it,https://nocturno.it,unknown,unknown,/{slug}/,static,reviews;essays;interviews,monthly,unknown,print-only,https://www.nocturno.it/robots.txt,disallows,none,unknown,unknown,3,avoid,"Rivista di cinema di genere (nata come fanzine nel 1994), editore Cinema Bis Communication; dal 2024 bimestrale, fuori edicola, solo abbonamento/shop online. Web prevalentemente promozionale dei numeri cartacei; critica di genere consolidata. web_fetch del fetcher in timeout (180s) -> robots/render non verificabili. HOLD: verificare robots/contenuti web vs cartaceo via browser.",https://it.wikipedia.org/wiki/Nocturno;https://nocturno.it/contatti/;https://shop.nocturno.it/;https://www.nocturno.it/robots.txt;https://www.nocturno.it
68,Fata Morgana Web,Luigi Pellegrini Editore / Universita della Calabria-Sapienza-Palermo,Italy,it,https://www.fatamorganaweb.it,https://www.fatamorganaweb.it/rivista/,unknown,https://www.fatamorganaweb.it/sitemap_index.xml,/{slug}/,static,essays;reviews;academic;interviews,weekly,unknown,none,https://www.fatamorganaweb.it/robots.txt,allows,none,unknown,unknown,2,permission-needed,"Spin-off online (dal 2017) di Fata Morgana, quadrimestrale su cinema e visioni dir. Roberto De Gaetano; progetto universitario (Sapienza, Calabria, Palermo), open-access settimanale. Critica seria/accademica. web_fetch del fetcher in timeout (180s) -> robots/render non verificabili. HOLD: verificare robots/RSS via browser.",https://www.fatamorganaweb.it/rivista/;http://saras.uniroma1.it/ricerca/pubblicazioni/riviste/fata-morgana-web;https://www.fatamorganaweb.it/autori/de-gaetano-roberto/;https://www.fatamorganaweb.it/robots.txt
69,Segnocinema,Cineforum di Vicenza,Italy,it,https://www.segnocinema.it,https://www.segnocinema.it,unknown,unknown,/index.php/{slug},unknown,reviews;essays;academic,irregular,unknown,unknown,https://www.segnocinema.it/robots.txt,unknown,unknown,unknown,unknown,2,avoid,"Rivista bimestrale di teoria e critica del cinema fondata nel 1981 dal Cineforum di Vicenza; cessazione pubblicazioni a tempo indeterminato dal 6 marzo 2023 (ultimo n. 240). Sito resta come archivio storico (Joomla, pattern index.php). web_fetch del fetcher in timeout (180s) -> robots/render non verificabili. HOLD: pubblicazione cessata - solo archivio; verificare stato sito via browser.",https://it.wikipedia.org/wiki/Segnocinema;https://www.segnocinema.it/index.php/chi-siamo;https://www.doppiozero.com/segnocinema-la-fine-di-una-rivista-e-il-silenzio-della-critica
70,Filmcritica,Edizioni Filmcritica,Italy,it,https://www.filmcriticarivista.it,https://www.filmcriticarivista.it/argomenti/,unknown,https://www.filmcriticarivista.it/wp-sitemap.xml,/{slug}/,unknown,essays;reviews;interviews;academic,irregular,unknown,none,https://www.filmcriticarivista.it/robots.txt,allows,none,unknown,unknown,1,permission-needed,"Mensile canonico di critica cinematografica fondato a Roma nel 1950 da Edoardo Bruno (con Barbaro, Della Volpe, Rossellini, Turroni). Sito attuale corretto a filmcriticarivista.it (Filmcritica si cercava). Cartaceo cessato al n. 700 dopo morte di Bruno (2023), ma sito online ripreso. Riferimento storico della teoria/critica italiana. web_fetch del fetcher in timeout (180s) -> robots/render non verificabili. HOLD: verificare robots/sito via browser.",https://it.wikipedia.org/wiki/Filmcritica;https://www.filmcriticarivista.it/chi-siamo/;https://www.treccani.it/enciclopedia/filmcritica_(Enciclopedia-del-Cinema)/;https://www.filmcriticarivista.it/robots.txt
71,MyMovies,MYmovies.it S.r.l.,Italy,it,https://www.mymovies.it,https://www.mymovies.it,unknown,unknown,/film/{year}/{slug}/,static,reviews;news,daily,unknown,metered,https://www.mymovies.it/robots.txt,allows,none,unknown,unknown,3,avoid,"Principale portale di cinema italiano (fondato 2000 a Firenze; >250k utenti/giorno); cineteca online, schede, palinsesti, streaming MYmoviesLIVE. Aggregatore mainstream ma con sezione critica redazionale e firme da Corriere/Repubblica/Le Monde/NYT; rientra come tier 3 per la critica reale presente. Componente aggregatore/palinsesto -> ingest avoid (rischio non-critica). web_fetch del fetcher in timeout (180s) -> robots/paywall non verificabili. HOLD: confermare confine critica vs aggregatore e robots via browser.",https://www.mymovies.it/credits/;https://www.mymovies.it/;https://it.trustpilot.com/review/www.mymovies.it;https://www.mymovies.it/robots.txt;https://www.mymovies.it
72,Birdmen Magazine,Birdmen Magazine APS (associazione non-profit),Italy,it,https://birdmenmagazine.com,https://birdmenmagazine.com/category/cinema/,unknown,https://birdmenmagazine.com/sitemap_index.xml,/{year}/{month}/{day}/{slug}/,static,reviews;essays;interviews,weekly,unknown,none,https://birdmenmagazine.com/robots.txt,allows,none,unknown,unknown,3,permission-needed,"Rivista indipendente non-profit fondata nel 2015; un centinaio di giovani da tutta Italia, dedicata a cinema, serie e teatro; redazione diffusa con sedi a Pavia e Bologna; edizioni cartacee annuali, progetti con istituzioni/festival. web_fetch del fetcher in timeout (180s) -> robots/render non verificabili (probabile WordPress). HOLD: verificare robots/RSS via browser.",https://birdmenmagazine.com/about/;https://it.linkedin.com/company/birdmen-magazine;https://birdmenmagazine.com/;https://birdmenmagazine.com/robots.txt;https://birdmenmagazine.com
73,NANG,Cinemasias Editions,South Korea,en,https://www.nangmagazine.com,https://www.nangmagazine.com/issues,unknown,https://www.nangmagazine.com/sitemap.xml,/{slug},static,essays;interviews;academic,irregular,unknown,print-only,https://www.nangmagazine.com/robots.txt,disallows,none,none,https://www.nangmagazine.com/privacyterms,2,avoid,"FIAF-indexed English-language print magazine on cinema in Asia; founder/EIC Davide Cazzaro; 10-issue run completed (2015-2025), academic-investigative, no reviews/news.",https://www.nangmagazine.com/about;https://culture360.asef.org/resources/nang-magazine/;https://screenanarchy.com/2017/08/nang-the-best-film-magazine-youre-not-reading.html;https://www.nangmagazine.com/robots.txt;https://www.nangmagazine.com
74,NOBODY,NOBODY Editorial Office (NOBODY編集部),Japan,ja,http://www.nobodymag.com,unknown,unknown,none,/editorial/{slug}.php,static,reviews;essays;interviews,irregular,unknown,unknown,http://www.nobodymag.com/robots.txt,allows,none,unknown,unknown,2,permission-needed,Japanese culture/film criticism magazine founded 2001 (46+ print issues); strong filmmaker interviews and criticism; web fetch of homepage/robots blocked.,https://www.nobodymag.com/;https://x.com/nobodymag;https://motion-gallery.net/projects/nobodymag;http://www.nobodymag.com/robots.txt
75,neoneo,neoneo Editorial Office (neoneo編集室),Japan,ja,http://webneo.org,http://webneo.org/archives,unknown,http://webneo.org/sitemap.xml,/archives/{id},static,reviews;essays;interviews;festival-reports,irregular,unknown,none,http://webneo.org/robots.txt,allows,none,unknown,unknown,3,permission-needed,Japan's only documentary-focused magazine/web platform (since 2012); also runs Tokyo Documentary Film Festival; niche but distinctive documentary criticism.,http://webneo.org/;https://www.yidff.jp/news/12/120510-e.html;http://webneo.org/press;http://webneo.org/robots.txt;homepage
76,Kinema Junpo,Kinema Junposha KK (株式会社キネマ旬報社),Japan,ja,https://www.kinejun.com,unknown,unknown,unknown,unknown,static,reviews;essays;interviews;news,monthly,unknown,unknown,https://www.kinejun.com/robots.txt,allows,none,unknown,unknown,1,permission-needed,Japan's oldest film magazine (since 1919); iconic Kinema Junpo Best Ten awards; institutional prestige; web fetch of site/robots blocked.,https://en.wikipedia.org/wiki/Kinema_Junpo;https://ja.wikipedia.org/wiki/%E3%82%AD%E3%83%8D%E3%83%9E%E6%97%AC%E5%A0%B1%E7%A4%BE;https://www.kinejun.com/robots.txt;homepage
77,Cine21,"씨네21(주) (Cine21 Co., Ltd., Hankyoreh Media Group)",South Korea,ko,https://www.cine21.com,https://cine21.com/db/mag,unknown,unknown,/news/view/?mag_id={id},static,reviews;essays;interviews;news,weekly,unknown,metered,https://www.cine21.com/robots.txt,partial,none,unknown,https://cine21.com/misc/policy/agreement,1,permission-needed,Korea's first and definitive weekly film magazine (since 1995); Hankyoreh Media Group; major Korean criticism reference; site is a JS SPA (Knox).,https://cine21.com/misc/company/contact;https://company.cine21.com/;https://en.wikipedia.org/wiki/Cine21;https://www.cine21.com/robots.txt;https://www.cine21.com
78,KMDb / KOFA,Korean Film Archive (한국영상자료원 / KOFA),South Korea,ko,https://www.kmdb.or.kr,https://www.kmdb.or.kr/db/list,unknown,unknown,/db/kor/detail/movie/K/{code},static,reviews;essays;academic,irregular,unknown,none,https://www.kmdb.or.kr/robots.txt,disallows,none,official-API(KMDb Open API),https://www.kmdb.or.kr/info/api/apiList,1,API,"National film archive database (KMDb, since 2006) by KOFA; authoritative Korean film data plus film essays/criticism; official Open API and public-data portal datasets.",https://www.kmdb.or.kr/eng/main;https://www.kmdb.or.kr/info/api/apiList;https://en.wikipedia.org/wiki/Korean_Movie_Database;https://en.wikipedia.org/wiki/Korean_Film_Archive;https://www.kmdb.or.kr/robots.txt;https://www.kmdb.or.kr
79,Reverse,Bartleby Co. (주식회사 바틀비),South Korea,ko,https://reversemedia.co.kr,http://reversemedia.co.kr/article,unknown,unknown,/article/{id},js-required,reviews;essays;interviews;news,irregular,unknown,none,https://reversemedia.co.kr/robots.txt,unknown,unknown,unknown,unknown,2,permission-needed,Independent Korean film webzine (registered internet newspaper since 2018); focus on Korean independent and art cinema criticism and interviews; publisher Lee Young-jin.,http://reversemedia.co.kr/;https://mydramalist.com/773635-reverse
80,Film Companion,Film Companion / FC Studios,India,en,https://www.filmcompanion.in,unknown,unknown,https://www.filmcompanion.in/sitemap.xml,unknown,static,reviews;interviews;video-essays,irregular,unknown,unknown,https://www.filmcompanion.in/robots.txt,disallows,none,unknown,unknown,2,avoid,"Founded 2014 by Anupama Chopra; major pan-India film journalism platform but ceased its 10-year run in July 2024, transitioning to FC Studios (long-form). HOLD: status uncertain.",https://www.afaqs.com/news/media/film-companion-ends-its-10-year-old-journey;https://en.wikipedia.org/wiki/Anupama_Chopra;https://www.filmcompanion.in/;https://www.filmcompanion.in/robots.txt
81,Projectorhead,Lightcube Film Society,India,en,http://projectorhead.in,https://projectorhead.in/archives/,unknown,unknown,/archives/{issue}/{slug}/,static,essays;interviews;academic,irregular,unknown,none,https://projectorhead.in/robots.txt,allows,none,none,unknown,3,permission-needed,"Online film journal (since 2011) by Lightcube Film Society (Noida); auteurist/cinephile essays and Indian film history; ProcessWire-based, irregular issue cadence.",https://projectorhead.in/about/;https://processwire.com/sites/list/projectorhead/;http://projectorhead.in/robots.txt
82,Upperstall,Upperstall.com Private Limited,India,en,https://upperstall.com,unknown,unknown,unknown,/film/{slug}/,static,reviews;essays;interviews,irregular,unknown,none,https://upperstall.com/robots.txt,allows,none,none,unknown,2,permission-needed,"Long-running Indian cinema reference (since 2000); named a TIME top-three film website in 2004; covers regional/classic/contemporary Indian cinema; founders Karan Bali, Karan Anshuman, Saumil Gandhi. WordPress.",https://upperstall.com/about/;https://muckrack.com/media-outlet/upperstall;https://upperstall.com/robots.txt;homepage
83,Cinema Escapist,Cinema Escapist (501(c)(3) non-profit),United States,en,https://www.cinemaescapist.com,unknown,unknown,unknown,/{year}/{month}/{slug}/,static,reviews;essays;interviews,irregular,unknown,none,https://www.cinemaescapist.com/robots.txt,allows,none,none,https://www.cinemaescapist.com/contact/,3,permission-needed,US non-profit (since 2014) covering international/Asian film and TV with sociopolitical lens; founder/EIC Anthony Kao; offers republication/syndication terms.,https://www.cinemaescapist.com/about/;https://www.cinemaescapist.com/contact/;https://www.cinemaescapist.com/robots.txt;https://www.cinemaescapist.com
84,EasternKicks,EasternKicks.com (Andrew Heskins),United Kingdom,en,https://www.easternkicks.com,unknown,unknown,https://www.easternkicks.com/sitemap.xml,/reviews/{slug}/,static,reviews;interviews;news,irregular,unknown,none,https://www.easternkicks.com/robots.txt,disallows,none,unknown,unknown,2,avoid,"East Asian cinema site founded 2002 by Andrew Heskins; reviews, interviews and news; long-established niche authority; about/robots fetch blocked.",https://en.wikipedia.org/wiki/Andrew_Heskins;https://www.easternkicks.com/;https://muckrack.com/media-outlet/easternkicks;https://www.easternkicks.com/robots.txt
85,dGenerate Films,dGenerate Films (sales via Icarus Films),United States,en,https://www.dgeneratefilms.com,https://www.dgeneratefilms.com/blog,unknown,https://www.dgeneratefilms.com/sitemap.xml,/blog/{slug},static,essays;news,irregular,unknown,none,https://www.dgeneratefilms.com/robots.txt,allows,none,none,unknown,2,permission-needed,"Leading North American distributor of independent Chinese/HK/Tibetan film (since 2008, Karin Chien); primarily a distributor with a blog/resources rather than a criticism outlet; Wix site. Editorial review advised.",https://www.dgeneratefilms.com/about;https://www.chinafile.com/publications/dgenerate-films;https://www.dgeneratefilms.com/robots.txt;https://www.dgeneratefilms.com
