list_slug,edition_year,film_title,film_year,result,rank,note,source
time-all-time-100,2005,Charade,1963,listed,,,wikipedia-enum
time-all-time-100,2005,Children of Paradise,1945,listed,,,wikipedia-enum
time-all-time-100,2005,Chinatown,1974,listed,,,wikipedia-enum
time-all-time-100,2005,Chungking Express,1994,listed,,,wikipedia-enum
time-all-time-100,2005,Citizen Kane,1941,listed,,,wikipedia-enum
time-all-time-100,2005,City Lights,1931,listed,,,wikipedia-enum
time-all-time-100,2005,City of God,2002,listed,,,wikipedia-enum
time-all-time-100,2005,Closely Watched Trains,1966,listed,,,wikipedia-enum
time-all-time-100,2005,The Crime of Monsieur Lange,1936,listed,,,wikipedia-enum
time-all-time-100,2005,The Crowd,1928,listed,,,wikipedia-enum
time-all-time-100,2005,Day for Night,1973,listed,,,wikipedia-enum
time-all-time-100,2005,The Decalogue,1989,listed,,,wikipedia-enum
time-all-time-100,2005,Detour,1945,listed,,,wikipedia-enum
time-all-time-100,2005,The Discreet Charm of the Bourgeoisie,1972,listed,,,wikipedia-enum
time-all-time-100,2005,Dodsworth,1936,listed,,,wikipedia-enum
time-all-time-100,2005,Double Indemnity,1944,listed,,,wikipedia-enum
time-all-time-100,2005,Dr. Strangelove: or How I Learned to Stop Worrying and Love the Bomb,1964,listed,,,wikipedia-enum
time-all-time-100,2005,Drunken Master II,1994,listed,,,wikipedia-enum
time-all-time-100,2005,E.T. The Extra Terrestrial,1982,listed,,,wikipedia-enum
time-all-time-100,2005,8 1/2,1963,listed,,,wikipedia-enum
time-all-time-100,2005,The 400 Blows,1959,listed,,,wikipedia-enum
time-all-time-100,2005,Farewell My Concubine,1993,listed,,,wikipedia-enum
time-all-time-100,2005,Finding Nemo,2003,listed,,,wikipedia-enum
time-all-time-100,2005,The Fly,1986,listed,,,wikipedia-enum
time-all-time-100,2005,"The Godfather, Parts I and II",1972,listed,,,wikipedia-enum
time-all-time-100,2005,"The Good, The Bad and The Ugly",1966,listed,,,wikipedia-enum
time-all-time-100,2005,Goodfellas,1990,listed,,,wikipedia-enum
time-all-time-100,2005,A Hard Day's Night,1964,listed,,,wikipedia-enum
time-all-time-100,2005,His Girl Friday,1940,listed,,,wikipedia-enum
time-all-time-100,2005,Ikiru,1952,listed,,,wikipedia-enum
time-all-time-100,2005,In A Lonely Place,1950,listed,,,wikipedia-enum
time-all-time-100,2005,Invasion of the Body Snatchers,1956,listed,,,wikipedia-enum
time-all-time-100,2005,It's A Gift,1934,listed,,,wikipedia-enum
time-all-time-100,2005,It's a Wonderful Life,1946,listed,,,wikipedia-enum
time-all-time-100,2005,Kandahar,2001,listed,,,wikipedia-enum
time-all-time-100,2005,Kind Hearts and Coronets,1949,listed,,,wikipedia-enum
time-all-time-100,2005,King Kong,1933,listed,,,wikipedia-enum
time-all-time-100,2005,The Lady Eve,1941,listed,,,wikipedia-enum
time-all-time-100,2005,The Last Command,1928,listed,,,wikipedia-enum
time-all-time-100,2005,Lawrence of Arabia,1962,listed,,,wikipedia-enum
time-all-time-100,2005,Léolo,1992,listed,,,wikipedia-enum
time-all-time-100,2005,The Lord of the Rings,2001,listed,,,wikipedia-enum
time-all-time-100,2005,The Man with a Movie Camera,1929,listed,,,wikipedia-enum
time-all-time-100,2005,The Manchurian Candidate,1962,listed,,,wikipedia-enum
time-all-time-100,2005,Meet Me in St. Louis,1944,listed,,,wikipedia-enum
time-all-time-100,2005,Metropolis,1927,listed,,,wikipedia-enum
time-all-time-100,2005,Miller's Crossing,1990,listed,,,wikipedia-enum
time-all-time-100,2005,Mon oncle d'Amérique,1980,listed,,,wikipedia-enum
time-all-time-100,2005,Mouchette,1967,listed,,,wikipedia-enum
time-all-time-100,2005,Nayakan,1987,listed,,,wikipedia-enum
time-all-time-100,2005,Ninotchka,1939,listed,,,wikipedia-enum
time-all-time-100,2005,Notorious,1946,listed,,,wikipedia-enum
time-all-time-100,2005,"Olympia, Parts 1 and 2",1938,listed,,,wikipedia-enum
time-all-time-100,2005,On the Waterfront,1954,listed,,,wikipedia-enum
time-all-time-100,2005,Once Upon a Time in the West,1968,listed,,,wikipedia-enum
time-all-time-100,2005,Out of the Past,1947,listed,,,wikipedia-enum
time-all-time-100,2005,Persona,1966,listed,,,wikipedia-enum
time-all-time-100,2005,Pinocchio,1940,listed,,,wikipedia-enum
time-all-time-100,2005,Psycho,1960,listed,,,wikipedia-enum
time-all-time-100,2005,Pulp Fiction,1994,listed,,,wikipedia-enum
time-all-time-100,2005,The Purple Rose of Cairo,1985,listed,,,wikipedia-enum
time-all-time-100,2005,Pyaasa,1957,listed,,,wikipedia-enum
time-all-time-100,2005,Raging Bull,1980,listed,,,wikipedia-enum
time-all-time-100,2005,Schindler's List,1993,listed,,,wikipedia-enum
time-all-time-100,2005,The Searchers,1956,listed,,,wikipedia-enum
time-all-time-100,2005,"Sherlock, Jr.",1924,listed,,,wikipedia-enum
time-all-time-100,2005,The Shop Around the Corner,1940,listed,,,wikipedia-enum
time-all-time-100,2005,Singin' in the Rain,1952,listed,,,wikipedia-enum
time-all-time-100,2005,The Singing Detective,1986,listed,,,wikipedia-enum
time-all-time-100,2005,Smiles of a Summer Night,1955,listed,,,wikipedia-enum
time-all-time-100,2005,Some Like It Hot,1959,listed,,,wikipedia-enum
time-all-time-100,2005,Star Wars,1977,listed,,,wikipedia-enum
time-all-time-100,2005,A Streetcar Named Desire,1951,listed,,,wikipedia-enum
time-all-time-100,2005,Sunrise,1927,listed,,,wikipedia-enum
time-all-time-100,2005,Sweet Smell of Success,1957,listed,,,wikipedia-enum
time-all-time-100,2005,Swing Time,1936,listed,,,wikipedia-enum
time-all-time-100,2005,Taxi Driver,1976,listed,,,wikipedia-enum
time-all-time-100,2005,Tokyo Story,1953,listed,,,wikipedia-enum
time-all-time-100,2005,A Touch of Zen,1971,listed,,,wikipedia-enum
time-all-time-100,2005,Ugetsu,1953,listed,,,wikipedia-enum
time-all-time-100,2005,Talk to Her,2002,listed,,,wikipedia-enum
time-all-time-100,2005,Ulysses' Gaze,1995,listed,,,wikipedia-enum
time-all-time-100,2005,Umberto D,1952,listed,,,wikipedia-enum
time-all-time-100,2005,Unforgiven,1992,listed,,,wikipedia-enum
time-all-time-100,2005,White Heat,1949,listed,,,wikipedia-enum
time-all-time-100,2005,Wings of Desire,1987,listed,,,wikipedia-enum
time-all-time-100,2005,Yojimbo,1961,listed,,,wikipedia-enum
cannes-grand-prix,1967,Accident,1967,won,,shared,wikipedia-enum
cannes-grand-prix,1967,Skupljači perja,1967,won,,shared,wikipedia-enum
cannes-grand-prix,1969,Adalen 31,1969,won,,,wikipedia-enum
cannes-grand-prix,1970,Investigation of a Citizen Above Suspicion,1970,won,,,wikipedia-enum
cannes-grand-prix,1971,Johnny Got His Gun,1971,won,,shared,wikipedia-enum
cannes-grand-prix,1971,Death in Venice,1971,won,,shared,wikipedia-enum
cannes-grand-prix,1972,Solaris,1972,won,,,wikipedia-enum
cannes-grand-prix,1973,The Mother and the Whore,1973,won,,shared,wikipedia-enum
cannes-grand-prix,1973,The Hireling,1973,won,,shared,wikipedia-enum
cannes-grand-prix,1974,The Mirror,1974,won,,,wikipedia-enum
cannes-grand-prix,1975,The Story of Sin,1975,won,,,wikipedia-enum
cannes-grand-prix,1976,The Marquise of O,1976,won,,shared,wikipedia-enum
cannes-grand-prix,1976,Cria Cuervos,1976,won,,shared,wikipedia-enum
cannes-grand-prix,1978,The Shout,1978,won,,shared,wikipedia-enum
cannes-grand-prix,1978,Bye Bye Monkey,1978,won,,shared,wikipedia-enum
cannes-grand-prix,1979,Siberiade,1979,won,,,wikipedia-enum
cannes-grand-prix,1980,Mon oncle d'Amerique,1980,won,,,wikipedia-enum
cannes-grand-prix,1981,Light Years Away,1981,won,,,wikipedia-enum
cannes-grand-prix,1982,The Night of the Shooting Stars,1982,won,,,wikipedia-enum
cannes-grand-prix,1983,Monty Python's The Meaning of Life,1983,won,,,wikipedia-enum
cannes-grand-prix,1984,Diary for My Children,1984,won,,,wikipedia-enum
cannes-grand-prix,1985,Birdy,1984,won,,,wikipedia-enum
cannes-grand-prix,1986,The Sacrifice,1986,won,,,wikipedia-enum
cannes-grand-prix,1987,Repentance,1987,won,,,wikipedia-enum
cannes-grand-prix,1988,A World Apart,1988,won,,,wikipedia-enum
cannes-grand-prix,1989,Cinema Paradiso,1988,won,,shared,wikipedia-enum
cannes-grand-prix,1989,Too Beautiful for You,1989,won,,shared,wikipedia-enum
cannes-grand-prix,1990,The Sting of Death,1990,won,,shared,wikipedia-enum
cannes-grand-prix,1990,Tilai,1990,won,,shared,wikipedia-enum
cannes-grand-prix,1991,La Belle Noiseuse,1991,won,,,wikipedia-enum
cannes-grand-prix,1992,The Stolen Children,1992,won,,,wikipedia-enum
cannes-grand-prix,1993,"Faraway, So Close!",1993,won,,,wikipedia-enum
cannes-grand-prix,1994,Burnt by the Sun,1994,won,,shared,wikipedia-enum
cannes-grand-prix,1994,To Live,1994,won,,shared,wikipedia-enum
cannes-grand-prix,1995,Ulysses' Gaze,1995,won,,,wikipedia-enum
cannes-grand-prix,1996,Breaking the Waves,1996,won,,,wikipedia-enum
cannes-grand-prix,1997,The Sweet Hereafter,1997,won,,,wikipedia-enum
cannes-grand-prix,1998,Life Is Beautiful,1997,won,,,wikipedia-enum
cannes-grand-prix,1999,Humanite,1999,won,,,wikipedia-enum
cannes-grand-prix,2000,Devils on the Doorstep,2000,won,,,wikipedia-enum
cannes-grand-prix,2001,The Piano Teacher,2001,won,,,wikipedia-enum
cannes-grand-prix,2002,The Man Without a Past,2002,won,,,wikipedia-enum
cannes-grand-prix,2003,Distant,2002,won,,,wikipedia-enum
cannes-grand-prix,2004,Oldboy,2003,won,,,wikipedia-enum
cannes-grand-prix,2005,Broken Flowers,2005,won,,,wikipedia-enum
cannes-grand-prix,2006,Flanders,2006,won,,,wikipedia-enum
cannes-grand-prix,2007,The Mourning Forest,2007,won,,,wikipedia-enum
cannes-grand-prix,2008,Gomorrah,2008,won,,,wikipedia-enum
cannes-grand-prix,2009,A Prophet,2009,won,,,wikipedia-enum
cannes-grand-prix,2010,Of Gods and Men,2010,won,,,wikipedia-enum
cannes-grand-prix,2011,The Kid with a Bike,2011,won,,shared,wikipedia-enum
cannes-grand-prix,2011,Once Upon a Time in Anatolia,2011,won,,shared,wikipedia-enum
cannes-grand-prix,2012,Reality,2012,won,,,wikipedia-enum
cannes-grand-prix,2013,Inside Llewyn Davis,2013,won,,,wikipedia-enum
cannes-grand-prix,2014,The Wonders,2014,won,,,wikipedia-enum
cannes-grand-prix,2015,Son of Saul,2015,won,,,wikipedia-enum
cannes-grand-prix,2016,It's Only the End of the World,2016,won,,,wikipedia-enum
cannes-grand-prix,2017,120 BPM,2017,won,,,wikipedia-enum
cannes-grand-prix,2018,BlacKkKlansman,2018,won,,,wikipedia-enum
cannes-grand-prix,2019,Atlantics,2019,won,,,wikipedia-enum
cannes-grand-prix,2021,A Hero,2021,won,,shared,wikipedia-enum
cannes-grand-prix,2021,Compartment No. 6,2021,won,,shared,wikipedia-enum
cannes-grand-prix,2022,Close,2022,won,,shared,wikipedia-enum
cannes-grand-prix,2022,Stars at Noon,2022,won,,shared,wikipedia-enum
cannes-grand-prix,2023,The Zone of Interest,2023,won,,,wikipedia-enum
cannes-grand-prix,2024,All We Imagine as Light,2024,won,,,wikipedia-enum
cannes-grand-prix,2025,Sentimental Value,2025,won,,,wikipedia-enum
cannes-best-director,1946,The Battle of the Rails,1946,won,,,wikipedia-enum
cannes-best-director,1949,The Walls of Malapaga,1949,won,,,wikipedia-enum
cannes-best-director,1951,Miss Julie,1951,won,,,wikipedia-enum
cannes-best-director,1952,We Are All Murderers,1952,won,,,wikipedia-enum
cannes-best-director,1955,Pictures from a Revolution,1955,won,,shared,wikipedia-enum
cannes-best-director,1955,A Big Family,1954,won,,shared,wikipedia-enum
cannes-best-director,1956,Othello,1955,won,,,wikipedia-enum
cannes-best-director,1957,A Man Escaped,1956,won,,,wikipedia-enum
cannes-best-director,1958,My Uncle,1958,won,,,wikipedia-enum
cannes-best-director,1959,The 400 Blows,1959,won,,,wikipedia-enum
cannes-best-director,1961,Chronicle of Flaming Years,1961,won,,,wikipedia-enum
cannes-best-director,1965,The Knack ...and How to Get It,1965,won,,,wikipedia-enum
cannes-best-director,1966,Lenin in Poland,1966,won,,,wikipedia-enum
cannes-best-director,1967,Accident,1967,won,,,wikipedia-enum
cannes-best-director,1969,If....,1968,won,,,wikipedia-enum
cannes-best-director,1970,Leo the Last,1970,won,,,wikipedia-enum
cannes-best-director,1972,The Tall Blond Man with One Black Shoe,1972,won,,,wikipedia-enum
cannes-best-director,1975,Special Section,1975,won,,shared,wikipedia-enum
cannes-best-director,1975,Chronicle of the Years of Fire,1975,won,,shared,wikipedia-enum
cannes-best-director,1976,The Marquise of O,1976,won,,,wikipedia-enum
cannes-best-director,1978,The Tree of Wooden Clogs,1978,won,,,wikipedia-enum
cannes-best-director,1979,Apocalypse Now,1979,won,,,wikipedia-enum
cannes-best-director,1982,Identification of a Woman,1982,won,,,wikipedia-enum
cannes-best-director,1983,L'Argent,1983,won,,shared,wikipedia-enum
cannes-best-director,1983,Nostalghia,1983,won,,shared,wikipedia-enum
cannes-best-director,1984,The Element of Crime,1984,won,,,wikipedia-enum
cannes-best-director,1985,Colonel Redl,1985,won,,,wikipedia-enum
cannes-best-director,1986,After Hours,1985,won,,,wikipedia-enum
cannes-best-director,1987,The Sacrifice,1986,won,,,wikipedia-enum
cannes-best-director,1988,Bird,1988,won,,,wikipedia-enum
cannes-best-director,1989,Do the Right Thing,1989,won,,,wikipedia-enum
cannes-best-director,1990,Days of Being Wild,1990,won,,,wikipedia-enum
cannes-best-director,1991,Barton Fink,1991,won,,,wikipedia-enum
cannes-best-director,1992,The Long Day Closes,1992,won,,,wikipedia-enum
cannes-best-director,1993,The Puppetmaster,1993,won,,,wikipedia-enum
cannes-best-director,1994,Through the Olive Trees,1994,won,,,wikipedia-enum
cannes-best-director,1995,Land and Freedom,1995,won,,,wikipedia-enum
cannes-best-director,1996,Fargo,1996,won,,,wikipedia-enum
cannes-best-director,1997,Western,1997,won,,,wikipedia-enum
cannes-best-director,1998,The General,1998,won,,,wikipedia-enum
cannes-best-director,1999,The Letter,1999,won,,,wikipedia-enum
cannes-best-director,2000,Songs from the Second Floor,2000,won,,,wikipedia-enum
cannes-best-director,2001,Mulholland Drive,2001,won,,shared,wikipedia-enum
cannes-best-director,2001,The Man Who Wasn't There,2001,won,,shared,wikipedia-enum
cannes-best-director,2002,Punch-Drunk Love,2002,won,,shared,wikipedia-enum
cannes-best-director,2002,Ten,2002,won,,shared,wikipedia-enum
cannes-best-director,2003,Distant,2002,won,,,wikipedia-enum
cannes-best-director,2004,Clean,2004,won,,,wikipedia-enum
cannes-best-director,2005,Caché,2005,won,,,wikipedia-enum
cannes-best-director,2006,Babel,2006,won,,,wikipedia-enum
cannes-best-director,2007,The Diving Bell and the Butterfly,2007,won,,,wikipedia-enum
cannes-best-director,2008,Three Monkeys,2008,won,,,wikipedia-enum
cannes-best-director,2009,Kinatay,2009,won,,,wikipedia-enum
cannes-best-director,2010,Tournée,2010,won,,,wikipedia-enum
cannes-best-director,2011,The Tree of Life,2011,won,,,wikipedia-enum
cannes-best-director,2012,Post Tenebras Lux,2012,won,,,wikipedia-enum
cannes-best-director,2013,Heli,2013,won,,,wikipedia-enum
cannes-best-director,2014,Foxcatcher,2014,won,,,wikipedia-enum
cannes-best-director,2015,The Assassin,2015,won,,,wikipedia-enum
cannes-best-director,2016,Personal Shopper,2016,won,,shared,wikipedia-enum
cannes-best-director,2016,Graduation,2016,won,,shared,wikipedia-enum
cannes-best-director,2017,The Beguiled,2017,won,,,wikipedia-enum
cannes-best-director,2018,Cold War,2018,won,,,wikipedia-enum
cannes-best-director,2019,Young Ahmed,2019,won,,,wikipedia-enum
cannes-best-director,2021,Annette,2021,won,,,wikipedia-enum
cannes-best-director,2022,Decision to Leave,2022,won,,,wikipedia-enum
cannes-best-director,2023,The Pot-au-Feu,2023,won,,,wikipedia-enum
cannes-best-director,2024,Grand Tour,2024,won,,,wikipedia-enum
cannes-best-director,2025,The Secret Agent,2025,won,,,wikipedia-enum
venice-grand-jury-prize,1951,A Streetcar Named Desire,1951,won,,,wikipedia-enum
venice-grand-jury-prize,1952,The Little World of Don Camillo,1952,won,,shared,wikipedia-enum
venice-grand-jury-prize,1952,Eternal Return,1943,won,,shared,wikipedia-enum
venice-grand-jury-prize,1953,Mandy,1952,won,,,wikipedia-enum
venice-grand-jury-prize,1954,On the Waterfront,1954,won,,,wikipedia-enum
venice-grand-jury-prize,1958,The Challenge,1958,won,,,wikipedia-enum
venice-grand-jury-prize,1959,Wild Strawberries,1957,won,,,wikipedia-enum
venice-grand-jury-prize,1960,The Adventure,1960,won,,,wikipedia-enum
venice-grand-jury-prize,1961,Peace to Him Who Enters,1961,won,,,wikipedia-enum
venice-grand-jury-prize,1962,Family Diary,1962,won,,,wikipedia-enum
venice-grand-jury-prize,1963,Le Feu follet,1963,won,,,wikipedia-enum
venice-grand-jury-prize,1963,Introduction to Life,1963,won,,shared,wikipedia-enum
venice-grand-jury-prize,1964,The Gospel According to St. Matthew,1964,won,,,wikipedia-enum
venice-grand-jury-prize,1964,Hamlet,1964,won,,shared,wikipedia-enum
venice-grand-jury-prize,1965,I Am Twenty,1965,won,,,wikipedia-enum
venice-grand-jury-prize,1966,Chappaqua,1966,won,,,wikipedia-enum
venice-grand-jury-prize,1967,China Is Near,1967,won,,,wikipedia-enum
venice-grand-jury-prize,1968,The Subject of the Sermon,1968,won,,,wikipedia-enum
venice-grand-jury-prize,1981,Marianna Ucria,1981,won,,,wikipedia-enum
venice-grand-jury-prize,1982,The Night of the Shooting Stars,1982,won,,,wikipedia-enum
venice-grand-jury-prize,1983,Streamers,1983,won,,,wikipedia-enum
venice-grand-jury-prize,1985,The Official Story,1985,won,,,wikipedia-enum
venice-grand-jury-prize,1986,Storia d'amore,1986,won,,,wikipedia-enum
venice-grand-jury-prize,1987,Pelle the Conqueror,1987,won,,,wikipedia-enum
venice-grand-jury-prize,1989,And There Was Light,1989,won,,,wikipedia-enum
venice-grand-jury-prize,1991,The Divine Comedy,1991,won,,,wikipedia-enum
venice-grand-jury-prize,1992,Hyenas,1992,won,,,wikipedia-enum
venice-grand-jury-prize,1995,Cyclo,1995,won,,,wikipedia-enum
venice-grand-jury-prize,1996,Brigands,1996,won,,,wikipedia-enum
venice-grand-jury-prize,1998,The Way We Laughed,1998,won,,,wikipedia-enum
venice-grand-jury-prize,1999,The Wind Will Carry Us,1999,won,,,wikipedia-enum
venice-grand-jury-prize,2001,Dog Days,2001,won,,,wikipedia-enum
venice-grand-jury-prize,2002,House of Fools,2002,won,,,wikipedia-enum
venice-grand-jury-prize,2003,The Kite,2003,won,,,wikipedia-enum
venice-grand-jury-prize,2004,The Sea Inside,2004,won,,,wikipedia-enum
venice-grand-jury-prize,2006,Dry Season,2006,won,,,wikipedia-enum
venice-grand-jury-prize,2008,Teza,2008,won,,,wikipedia-enum
venice-grand-jury-prize,2012,Paradise: Faith,2012,won,,,wikipedia-enum
venice-grand-jury-prize,2013,Stray Dogs,2013,won,,,wikipedia-enum
venice-grand-jury-prize,2014,The Look of Silence,2014,won,,,wikipedia-enum
venice-grand-jury-prize,2015,Anomalisa,2015,won,,,wikipedia-enum
venice-grand-jury-prize,2016,The Woman Who Left,2016,won,,,wikipedia-enum
venice-grand-jury-prize,2017,Foxtrot,2017,won,,,wikipedia-enum
venice-grand-jury-prize,2018,The Favourite,2018,won,,,wikipedia-enum
venice-grand-jury-prize,2019,An Officer and a Spy,2019,won,,,wikipedia-enum
venice-grand-jury-prize,2020,New Order,2020,won,,,wikipedia-enum
venice-grand-jury-prize,2021,The Hand of God,2021,won,,,wikipedia-enum
venice-grand-jury-prize,2022,Saint Omer,2022,won,,,wikipedia-enum
venice-grand-jury-prize,2023,Evil Does Not Exist,2023,won,,,wikipedia-enum
venice-grand-jury-prize,2024,Vermiglio,2024,won,,,wikipedia-enum
venice-grand-jury-prize,2025,The Voice of Hind Rajab,2025,won,,,wikipedia-enum
national-tw-golden-horse-100,2011,A City of Sadness,1989,listed,1,,wikipedia-enum
national-tw-golden-horse-100,2011,A Brighter Summer Day,1991,listed,2,,wikipedia-enum
national-tw-golden-horse-100,2011,A Time to Live a Time to Die,1985,listed,3,,wikipedia-enum
national-tw-golden-horse-100,2011,Days of Being Wild,1990,listed,4,,wikipedia-enum
national-tw-golden-horse-100,2011,Spring in a Small Town,1948,listed,5,,wikipedia-enum
national-tw-golden-horse-100,2011,Crouching Tiger Hidden Dragon,2000,listed,6,,wikipedia-enum
national-tw-golden-horse-100,2011,Dust in the Wind,1986,listed,7,,wikipedia-enum
national-tw-golden-horse-100,2011,Yi Yi,2000,listed,8,,wikipedia-enum
national-tw-golden-horse-100,2011,Dragon Inn,1967,listed,9,,wikipedia-enum
national-tw-golden-horse-100,2011,In the Mood for Love,2000,listed,10,,wikipedia-enum
national-tw-golden-horse-100,2011,The Love Eterne,1963,listed,11,,wikipedia-enum
national-tw-golden-horse-100,2011,The Terrorizers,1986,listed,12,,wikipedia-enum
national-tw-golden-horse-100,2011,Vive L'amour,1994,listed,13,,wikipedia-enum
national-tw-golden-horse-100,2011,Yellow Earth,1984,listed,14,,wikipedia-enum
national-tw-golden-horse-100,2011,A Touch of Zen,1971,listed,15,,wikipedia-enum
national-tw-golden-horse-100,2011,Comrades: Almost a Love Story,1996,listed,16,,wikipedia-enum
national-tw-golden-horse-100,2011,A Better Tomorrow,1986,listed,17,,wikipedia-enum
national-tw-golden-horse-100,2011,Infernal Affairs,2002,listed,18,,wikipedia-enum
national-tw-golden-horse-100,2011,In the Heat of the Sun,1994,listed,19,,wikipedia-enum
national-tw-golden-horse-100,2011,Street Angel,1937,listed,20,,wikipedia-enum
national-tw-golden-horse-100,2011,Chungking Express,1994,listed,21,,wikipedia-enum
national-tw-golden-horse-100,2011,Red Sorghum,1987,listed,22,,wikipedia-enum
national-tw-golden-horse-100,2011,The Wedding Banquet,1993,listed,23,,wikipedia-enum
national-tw-golden-horse-100,2011,The Goddess,1934,listed,24,,wikipedia-enum
national-tw-golden-horse-100,2011,The Boys From Fengkuei,1983,listed,25,,wikipedia-enum
national-tw-golden-horse-100,2011,Happy Together,1997,listed,26,,wikipedia-enum
national-tw-golden-horse-100,2011,The Sandwich Man,1983,listed,27,,wikipedia-enum
national-tw-golden-horse-100,2011,At Dawn,1967,listed,28,,wikipedia-enum
national-tw-golden-horse-100,2011,Rouge,1988,listed,29,,wikipedia-enum
national-tw-golden-horse-100,2011,Center Stage,1991,listed,30,,wikipedia-enum
national-tw-golden-horse-100,2011,Farewell My Concubine,1993,listed,31,,wikipedia-enum
national-tw-golden-horse-100,2011,That Day on the Beach,1983,listed,32,,wikipedia-enum
national-tw-golden-horse-100,2011,Fist of Fury,1972,listed,33,,wikipedia-enum
national-tw-golden-horse-100,2011,"Lust, Caution",2007,listed,34,,wikipedia-enum
national-tw-golden-horse-100,2011,Pickpocket,1997,listed,35,,wikipedia-enum
national-tw-golden-horse-100,2011,A Chinese Ghost Story,1987,listed,36,,wikipedia-enum
national-tw-golden-horse-100,2011,Execution in Autumn,1972,listed,37,,wikipedia-enum
national-tw-golden-horse-100,2011,The Story of Qiu Ju,1992,listed,38,,wikipedia-enum
national-tw-golden-horse-100,2011,Cape No. 7,2008,listed,39,,wikipedia-enum
national-tw-golden-horse-100,2011,The Spring River Flows East,1947,listed,40,,wikipedia-enum
national-tw-golden-horse-100,2011,The Blue Kite,1994,listed,41,,wikipedia-enum
national-tw-golden-horse-100,2011,The Puppetmaster,1993,listed,42,,wikipedia-enum
national-tw-golden-horse-100,2011,Darkness and Light,1999,listed,43,,wikipedia-enum
national-tw-golden-horse-100,2011,The Mission,1999,listed,44,,wikipedia-enum
national-tw-golden-horse-100,2011,Still Life,2006,listed,45,,wikipedia-enum
national-tw-golden-horse-100,2011,To Live,1994,listed,46,,wikipedia-enum
national-tw-golden-horse-100,2011,The Arch,1969,listed,47,,wikipedia-enum
national-tw-golden-horse-100,2011,Goodbye Darling,1987,listed,48,,wikipedia-enum
national-tw-golden-horse-100,2011,Kung Fu Hustle,2004,listed,49,,wikipedia-enum
national-tw-golden-horse-100,2011,Let It Be,2000,listed,50,,wikipedia-enum
national-tw-golden-horse-100,2011,The Big Road,1935,listed,51,,wikipedia-enum
national-tw-golden-horse-100,2011,Beautiful Duckling,1965,listed,52,,wikipedia-enum
national-tw-golden-horse-100,2011,Taipei Story,1985,listed,53,,wikipedia-enum
national-tw-golden-horse-100,2011,Ashes of Time,1994,listed,54,,wikipedia-enum
national-tw-golden-horse-100,2011,Raise the Red Lantern,1991,listed,55,,wikipedia-enum
national-tw-golden-horse-100,2011,An Autumn's Tale,1987,listed,56,,wikipedia-enum
national-tw-golden-horse-100,2011,Growing Up,1986,listed,57,,wikipedia-enum
national-tw-golden-horse-100,2011,The Way of the Dragon,1972,listed,58,,wikipedia-enum
national-tw-golden-horse-100,2011,The Spooky Bunch,1980,listed,59,,wikipedia-enum
national-tw-golden-horse-100,2011,Old Well,1986,listed,60,,wikipedia-enum
national-tw-golden-horse-100,2011,Made in Hong Kong,1997,listed,61,,wikipedia-enum
national-tw-golden-horse-100,2011,Rebels of the Neon God,1993,listed,62,,wikipedia-enum
national-tw-golden-horse-100,2011,The Way We Are,2008,listed,63,,wikipedia-enum
national-tw-golden-horse-100,2011,Cannot Live Without You,2009,listed,64,,wikipedia-enum
national-tw-golden-horse-100,2011,Blind Shaft,2003,listed,65,,wikipedia-enum
national-tw-golden-horse-100,2011,Shaolin Soccer,2001,listed,66,,wikipedia-enum
national-tw-golden-horse-100,2011,Eat Drink Man Woman,1994,listed,67,,wikipedia-enum
national-tw-golden-horse-100,2011,Strawman,1987,listed,68,,wikipedia-enum
national-tw-golden-horse-100,2011,The Private Eyes,1976,listed,69,,wikipedia-enum
national-tw-golden-horse-100,2011,Drunken Master,1978,listed,70,,wikipedia-enum
national-tw-golden-horse-100,2011,Story of Mother,1973,listed,71,,wikipedia-enum
national-tw-golden-horse-100,2011,Zu: Warriors From the Magic Mountain,1983,listed,72,,wikipedia-enum
national-tw-golden-horse-100,2011,In Our Time,1982,listed,73,,wikipedia-enum
national-tw-golden-horse-100,2011,Jade Love,1984,listed,74,,wikipedia-enum
national-tw-golden-horse-100,2011,Sun Moon and Star,1961,listed,75,,wikipedia-enum
national-tw-golden-horse-100,2011,The One-Armed Swordsman,1967,listed,76,,wikipedia-enum
national-tw-golden-horse-100,2011,A Chinese Odyssey Part One: Pandora's Box,1995,listed,77,,wikipedia-enum
national-tw-golden-horse-100,2011,A Chinese Odyssey Part Two: Cinderella,1995,listed,78,,wikipedia-enum
national-tw-golden-horse-100,2011,Summer Snow,1995,listed,79,,wikipedia-enum
national-tw-golden-horse-100,2011,A Borrowed Life,1995,listed,80,,wikipedia-enum
national-tw-golden-horse-100,2011,Summer Palace,2006,listed,81,,wikipedia-enum
national-tw-golden-horse-100,2011,Platform,2000,listed,82,,wikipedia-enum
national-tw-golden-horse-100,2011,Mountain Patrol,2004,listed,83,,wikipedia-enum
national-tw-golden-horse-100,2011,Blue Gate Crossing,2002,listed,84,,wikipedia-enum
national-tw-golden-horse-100,2011,Not One Less,1999,listed,85,,wikipedia-enum
national-tw-golden-horse-100,2011,Flowers of Shanghai,1998,listed,86,,wikipedia-enum
national-tw-golden-horse-100,2011,Crazy Stone,2006,listed,87,,wikipedia-enum
national-tw-golden-horse-100,2011,Hill of No Return,1992,listed,88,,wikipedia-enum
national-tw-golden-horse-100,2011,The River,1997,listed,89,,wikipedia-enum
